Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,365.500008,369.149998,363.630005,368.170002,10516800,52.595715
2013-12-30,367.620003,369.539993,359.039993,366.990002,15075200,52.427143
2013-12-27,377.109993,378.750004,365.810001,367.50,16948400,52.50
2013-12-26,378.109989,380.91,375.82999,376.929989,12268900,53.847141
2013-12-24,380.76001,383.960003,377.479988,378.389996,5577600,54.055714
2013-12-23,378.690002,383.430004,376.630009,380.580006,12624500,54.368572
2013-12-20,376.499992,379.689999,374.339996,375.669987,18817400,53.667141
2013-12-19,374.199993,379.859989,373.349987,376.739998,13849500,53.82
2013-12-18,373.860012,377.000004,366.509991,376.240013,19881400,53.748573
2013-12-17,366.749996,377.699993,366.270012,374.869995,18448500,53.552856
2013-12-16,369.980003,371.00,364.249992,366.310013,13911100,52.330002
2013-12-13,376.149998,377.000004,368.80999,368.969994,17854900,52.709999
2013-12-12,363.670006,374.840008,363.550003,373.330013,21318500,53.332859
2013-12-11,364.369995,371.160004,362.220013,363.98,20066900,51.997143
2013-12-10,355.000008,364.44001,353.319996,363.100006,14089600,51.871429
2013-12-09,355.169998,359.869999,353.609989,355.67001,11718700,50.810001
2013-12-06,361.040012,361.330006,351.999992,354.439995,12075700,50.634285
2013-12-05,357.799992,361.130001,353.390011,358.059998,13793500,51.151428
2013-12-04,360.589989,368.650013,356.249996,356.269997,19395600,50.895714
2013-12-03,361.889992,363.57999,356.499989,362.940002,13400800,51.848572
2013-12-02,364.879993,367.960011,359.609993,363.919998,11675300,51.988571
2013-11-29,364.049988,367.800007,363.009991,365.799988,8388100,52.257141
2013-11-27,357.109989,363.85001,353.540001,362.490005,16832900,51.784286
2013-11-26,350.500011,356.459988,347.570011,355.200012,14683200,50.742859
2013-11-25,346.900009,352.93,345.010006,350.240005,13984600,50.034286
2013-11-22,348.830013,350.599987,343.999996,347.849991,14202300,49.692856
2013-11-21,342.240009,348.679996,341.67001,348.499992,15989400,49.785713
2013-11-20,343.349995,346.35001,337.649998,339.52,19481700,48.502857
2013-11-19,340.769989,346.820007,334.240013,337.289989,17057600,48.184284
2013-11-18,350.00,350.489998,339.50,341.770012,20247500,48.824287
2013-11-15,344.60001,349.890011,343.080002,349.759995,20152300,49.965714
2013-11-14,335.790009,343.999996,335.120007,342.570004,20104700,48.938572
2013-11-13,333.21999,335.459988,329.100002,335.28001,11967900,47.897144
2013-11-12,336.180004,339.50,331.349987,333.729988,12231800,47.675713
2013-11-11,332.749992,339.50,328.619991,337.910004,16815400,48.272858
2013-11-08,326.920006,335.599991,325.52,334.900002,19448800,47.842857
2013-11-07,338.999989,339.669991,325.159992,326.860004,20007400,46.694286
2013-11-06,339.490013,344.369991,332.789993,335.630005,20733300,47.947144
2013-11-05,335.539989,342.400013,333.049999,341.499992,17289300,48.785713
2013-11-04,330.950005,337.790001,325.150005,337.60001,21919100,48.228573
2013-11-01,328.830009,333.499996,325.900009,329.269993,22020600,47.03857
2013-10-31,318.110004,326.650013,315.699989,322.480011,18489800,46.068573
2013-10-30,328.719994,328.930012,315.619987,318.139992,21640500,45.44857
2013-10-29,318.569988,327.370003,309.200001,327.299988,30936500,46.757141
2013-10-28,325.010002,330.959991,311.809994,314.000004,34260800,44.857143
2013-10-25,330.999992,337.200001,325.909996,328.029991,24062500,46.861427
2013-10-24,331.440002,336.850006,323.660011,331.219997,33559400,47.317142
2013-10-23,317.32,335.189995,316.999992,330.240002,58376500,47.177143
2013-10-22,387.840012,389.159988,321.499989,322.520012,181099800,46.074287
2013-10-21,342.919998,355.419991,340.099987,354.989994,65090200,50.712856
2013-10-18,334.000008,336.480011,327.599995,333.499996,25454800,47.642857
2013-10-17,322.209991,330.209988,319.66,330.099998,19272400,47.157143
2013-10-16,320.109997,325.50,318.259995,322.879993,18843300,46.125713
2013-10-15,325.099991,327.330002,319.339993,321.690006,26848500,45.955715
2013-10-14,310.609993,325.270008,306.000008,324.360001,45659600,46.337143
2013-10-11,304.310009,307.610004,300.129993,300.85001,19200300,42.978573
2013-10-10,301.00,307.43,296.400002,303.990002,30695000,43.427143
2013-10-09,300.229996,300.57999,282.800011,288.429993,41948900,41.204285
2013-10-08,319.290005,321.519989,299.570007,302.320004,28678300,43.188572
2013-10-07,324.039993,326.969994,318.150005,318.159992,14634900,45.451427
2013-10-04,323.680012,328.300011,318.540001,327.259987,16814000,46.751427
2013-10-03,331.010006,334.499992,318.050003,321.719994,24613400,45.959999
2013-10-02,322.089989,333.599998,321.619991,330.73,30583700,47.247143
2013-10-01,314.770008,324.700008,314.000004,324.620007,29693300,46.374287
2013-09-30,307.719994,312.150002,305.199989,309.209988,12528600,44.172855
2013-09-27,310.76001,313.519993,309.700012,312.399994,8299200,44.628571
